Table 1
Timestamp,First and Last Name,City,State,Submitted by:,Comments:,,Sheet,Hyperlink,Province,Country,Submitted By:,Submitted by,Comments
,Errett Story ,Seattle,Washington,Patient submitted ,,,United States,https://www.healthgrades.com/physician/dr-errett-story-2dhky,,,,,
,Tiffany M. Mcdermott,Seattle,Washington,Patient submitted,,,United States,https://www.md.com/doctor/tiffany-mcdermott-md,,,,,
,Mark D. Lowdermilk,Seattle,Washington,Patient submitted,,,United States,https://www.swedish.org/doctors/obstetrics-and-gynecology/wa/seattle/mark-lowdermilk-1114001823?ls=provider&y_source=1_MTQ2NjQ4NzQtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Christina Jahncke,Seattle ,Washington,,,,United States,https://www.uwmedicine.org/bios/christina-jahncke?utm_source=extnet&utm_medium=organic&utm_campaign=website_clicks&y_source=1_MTAwNTA2NjkyOS00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,,,,
,Megan Loring ,Seattle ,Washington,Patient submitted ,,,United States,https://www.vmfh.org/find-a-doctor/minimally-invasive-gynecologic-surgery/megan-loring-1205144755,,,,,
,Vijaytha Rathnam,Seattle ,Washington,Patient submitted,,,United States,https://www.swedish.org/doctors/obstetrics-and-gynecology/wa/edmonds/vijaytha-rathnam-1023305612,,,,,
,Abigail Prest,Seattle ,Washington,Patient submitted,,,United States,https://www.vmfh.org/find-a-doctor/abigail-prest-1083000731,,,,,
,Abagail Prest,Spokane,Washington,Patient submitted ,,,United States,,,,,,
YYYY-44-DD 11:44:SS,Dawn Kopp,Spokane,Washington,,,,United States,https://nw-woman.com/providers/,,,,,
YYYY-34-DD 01:34:SS,Elizabeth Newell,Spokane,Washington,,,,United States,https://spokaneobgyn.com/providers/,,,,,
,Eric M. Tyler,Spokane,Washington,Patient submitted,,,United States,https://www.spokaneobgyn.com/providers/?gclid=CjwKCAjwwo-WBhAMEiwAV4dybebSZOUJ3pr0-Bca5-IBrpQgXi3yEPHXoHBxF8HBb7fvV27FZegMPBoCQQwQAvD_BwE,,,,,
,Kate Statz ,Spokane,Washington,Patient submitted ,,,United States,https://www.multicare.org/provider/kate-statz/,,,,,
,Lacey Marks ,Spokane,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/lacey-marks/,,,,,
,Jeffrey Hilton,Spokane Valley,Washington,,Speaks Spanish ,,United States,https://valobgyn.com/meet-the-team/,,,,,
YYYY-35-DD 22:35:SS,Ory Holtzman,Tacoma,Washington,,,,United States,https://healthy.kaiserpermanente.org/washington/front-door,,,,,
,Molly Dorroh,Tacoma,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/molly-dorroh/,,,,,
,Steven Maynard,Tacoma ,Washington,Patient submitted ,,,United States,https://rainierobgyn.com/provider/steven-r-maynard-m-d.html,,,,,
,Shelley Binkley ,Tacoma ,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/shelley-binkley/,,,,,
,Amir Ahmad Azari,Tacoma ,Washington,Patient submitted,,,United States,https://www.multicare.org/provider/amir-ahmad-azari/,,,,,
YYYY-13-DD 19:13:SS,Jordann Loehr,Toppenish ,Washington,,,,United States,https://www.yvfwc.com/person/j-loehr-md-gynecologist/,,,,,
,Miriam Ruth,Vancouver,Washington,Patient submitted,,,United States,https://tvc.org/providers/miriam-ruth-md/,,,,,
,Stella Yee,Vancouver,Washington,Patient submitted,,,United States,https://www.seamar.org/medical-providers/stella-yee.html,,,,,
,Vivienne T. Meljen,Vancouver,Washington,,,,United States,https://www.seamar.org/medical-providers/vivienne-meljen.html,,,,,
,Margaret E. Griffith ,Vancouver,Washington,Patient submitted,,,United States,https://www.peacehealth.org/care-providers/margaret-e-griffith-md,,,,,
,Michelle Delplanche ,Vancouver,Washington,Patient submitted ,Trauma informed ,,United States,https://www.tvc.org/clinician/michelle-deplanche-md,,,,,
YYYY-54-DD 20:54:SS,Andrew Fluckiger ,Walla Walla,Washington,,,,United States,https://www.wallawallaclinic.com/provider-directory/providers/andrew-fluckiger/,,,,,
,Bryony McCollaugh,Walla Walla,Washington,Patient submitted,,,United States,https://www.wallawallaclinic.com/provider-directory/providers/bryony-mccollaugh/,,,,,
,Malcolm W. Hardy,Walla Walla ,Washington,Patient submitted,,,United States,https://www.myprivia.com/wallawallaclinic/providers/malcolm-hardy,,,,,
,Bridget E. Kamen ,Wenatchee,Washington,Patient submitted,Accepts Medicaid,,United States,https://www.confluencehealth.org/our-providers/bridget-kamen-md/,,,,,
,Bonnie C. Crouthamel,Yakima,Washington,,LGBTQ+ friendly & speaks Spanish,,United States,https://www.multicare.org/provider/bonnie-c-crouthamel/,,,,,
,Sierra LaHaie ,Olympia,Washington ,,"LGBTQ+ friendly, accepts Medicaid ",,United States,https://www.multicare.org/provider/sierra-lahaie/,,,,,
,Robyn Lew ,Vancouver,Washington ,,,,United States,https://tvc.org/providers/robyn-lew-md/,,,,,
,Caleb Huff,Barboursville,West Virginia,Patient submitted,,,United States,,,,,,
,Amber Kuhl,Barboursville,West Virginia,Patient submitted,,,United States,https://valleyhealth.org/providers/amber-kuhl-md/,,,,,
YYYY-09-DD 14:09:SS,Kirstie Cutlip,Bridgeport,West Virginia,,,,United States,https://wvobgyncenter.com/staff/kirstie-cutlip-md/,,,,,
,Alex Poulsen,Charleston,West Virginia,,,,United States,,,,,,
YYYY-14-DD 09:14:SS,"Andrea Hill, MD",Charleston,West Virginia,,,,United States,https://chasobgyn.com/about-us/,,,,,
,David Patton,Charleston,West Virginia,Patient submitted ,,,United States,https://drpatton.com/,,,,,
YYYY-14-DD 09:14:SS,Kim Bush Uy,Charleston,West Virginia,,,,United States,https://chasobgyn.com/about-us/,,,,,
,Michael Lao,Charleston,West Virginia,Patient submitted,,,United States,https://premierwv.com/,,,,,
,Dara Aliff ,Charleston,West Virginia,Patient submitted,,,United States,https://premierwv.com/,,,,,
,Akhil Patel,Charleston,West Virginia,Patient submitted,,,United States,https://kiranpatelmd.com/our-team/,,,,,
,Kimberly M. Farry,Clarksburg,West Virginia,Patient submitted ,LGBTQ+ friendly ,,United States,https://health.usnews.com/doctors/kimberly-farry-564890,,,,,
,Kimberly Farry,Clarksburg,West Virginia,Patient submitted,LGBTQ+ friendly,,United States,https://directory.hsc.wvu.edu/Profile/52064,,,,,
,Matthew Honaker,Fairmont,West Virginia,Patient submitted,,,United States,https://wvobgyncenter.com/staff/matthew-j-honaker-md/,,,,,
,Ellie Hood,Huntington ,West Virginia,Patient submitted,,,United States,https://valleyhealth.org/providers/ellie-hood-md,,,,,
YYYY-36-DD 19:36:SS,Jessica Buerck ,Huntington ,West Virginia,,,,United States,https://www.marshallhealth.org/find-a-provider/provider-details/?ID=618,,,,,
,Kristin Sinning,Huntington ,West Virginia,Patient submitted ,,,United States,https://www.marshallhealth.org/find-a-provider/provider-details/?ID=615,,,,,
,Lisa Burke,Huntington ,West Virginia,Patient submitted,,,United States,https://www.marshallhealth.org/find-a-provider/provider-details/?ID=14,,,,,
,Stacey Hensel,Huntington ,West Virginia,,,,United States,https://www.st-marys.org/centers-services/ob-gyn/,,,,,
,Richard Booth,Huntington ,West Virginia,Patient submitted,,,United States,https://valleyhealth.org/providers/richard-booth-md/,,,,,
YYYY-35-DD 19:35:SS,"Jessica Hott, DO",Martinsburg ,West Virginia,,,,United States,https://directory.hsc.wvu.edu/Profile/41580,,,,,
,Derek D. Kaznoski,Martinsburg ,West Virginia,Patient submitted,,,United States,https://www.womanandchild.net/about/about.htm,,,,,
,Kristan Hornsby ,Morgantown ,West Virginia,Patient submitted,Very LGBTQ+ friendly,,United States,https://health.usnews.com/doctors/kristan-hornsby-1065657,,,,,
,Candina R. McCullough,Morgantown ,West Virginia,Patient submitted,,,United States,https://health.usnews.com/doctors/candina-mccullough-647568,,,,,
,Michael Shockley,Parkersburg,West Virginia,Patient submitted ,,,United States,,,,,,
,Mark Nolan,Point Pleasant,West Virginia,Patient submitted ,,,United States,https://www.marknolanmd.com/,,,,,
,Consuela Cruden-Parham,Ranson,West Virginia,Patient submitted,,,United States,https://directory.hsc.wvu.edu/Profile/57061,,,,,
,Samantha L. Chaffin,Ronceverte,West Virginia,,,,United States,https://www.camc.org/doctors/samantha-leigh-chaffin-md,,,,,
YYYY-34-DD 05:34:SS,Yolanda Campbell,Scott Depot ,West Virginia,,,,United States,https://www.marshallhealth.org/find-a-provider/provider-details/?ID=16,,,,,
,Kiran Patel ,South Charleston,West Virginia,Patient submitted,,,United States,https://kiranpatelmd.com/our-team/,,,,,
,Rachel Gilman,Weirton,West Virginia,Patient submitted,,,United States,https://aawha.com/about-us/rachel-gilman.php,,,,,
,John Luiza,Weirton,West Virginia,Patient submitted ,,,United States,https://aawha.com/about-us/john-luiza-m.d..php,,,,,
,Amber L. Post,Appleton,Wisconsin,Patient submitted,,,United States,https://healthcare.ascension.org/find-care/provider/1760556302/amber-post,,,,,
,Caitlin Timmers,Appleton,Wisconsin,,,,United States,https://www.womenscareofwi.com/providers/caitlin-timmers-md/,,,,,
,Julie Meyer ,Appleton,Wisconsin,Patient submitted,,,United States,https://foxvalleyobgyn.com/our-providers/julie-meyer-do/,,,,,
,Amy Schmidt,"Appleton, Neenah",Wisconsin,,,,United States,https://directory.thedacare.org/provider/amy-schmidt-md,,,,,
,Gretchen Augustine,"Appleton, Neenah, Shawano",Wisconsin,,LGBTQ+ friendly,,United States,https://www.womenscareofwi.com/providers/provider_4b0f7a499b18/,,,,,
,Blenda Yun,Eau Claire,Wisconsin,Patient submitted ,,,United States,https://www.mayoclinichealthsystem.org/providers/blenda-yun-md,,,,,
,Jordon Crow,Eau Claire,Wisconsin,Patient submitted ,,,United States,https://www.oakleafclinics.com/provider.phtml/jordan_crow,,,,,
,Jennifer Bantz,Eau Claire,Wisconsin,,,,United States,https://www.mayoclinichealthsystem.org/providers/jennifer-bantz-md,,,,,
,David M. Hirsch,Eau Claire,Wisconsin,Patient submitted,"LGBTQ+ affirming, experience with Transgender patients ",,United States,https://www.marshfieldclinic.org/Doctors/David-M-Hirsch-MD,,,,,
,Samuel Sillitti,Eau Claire ,Wisconsin,,LGBTQ+ affirming ,,United States,https://www.mayoclinichealthsystem.org/providers/samuel-sillitti-md,,,,,
,Laura Ambler ,Eau Claire ,Wisconsin,Patient submitted ,,,United States,https://www.mayoclinichealthsystem.org/providers/laura-ambler-do,,,,,
,Christina Spencer,Eau Claire ,Wisconsin,Patient submitted,,,United States,https://www.mayoclinichealthsystem.org/providers/christina-spencer-do,,,,,
,Christina Calvello,Fond du Lac,Wisconsin,Patient submitted ,,,United States,https://www.ssmhealth.com/find-a-doctor/doctor-details/christina-a-calvello-md,,,,,
,Megan Steinmetz,Fond du Lac & Oshkosh,Wisconsin,,,,United States,https://www.aurorahealthcare.org/doctors/megan-steinmetz-1578909784?address_id=62073,,,,,
,Nicole Menegakis,"Grafton, Hartford",Wisconsin,Patient submitted ,,,United States,https://care.aurorahealthcare.org/doctors/nicole-e-menegakis-hartford-obstetrics-gynecology-2,,,,,
,Jennifer Milosavljevic ,Green Bay,Wisconsin,Patient submitted,,,United States,https://www.prevea.com/Providers/Jennifer-Milosavljevic?utm_campaign=gmb&utm_medium=organic&utm_source=local,,,,,
,Jory Ough,Green Bay,Wisconsin,,,,United States,https://care.bellin.org/doctor/jory-ough-green-bay-gynecology,,,,,
,Kelly Malloy,Green Bay,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/kelly-k-malloy-de-pere-obstetrics-gynecology-2,,,,,
,Ryan Kuefler,Green Bay,Wisconsin,Patient submitted,Very LGBTQ+ friendly ,,United States,https://care.bellin.org/ryan-kuefler-green-bay-wi-ob-gyn,,,,,
,Meghan Freund,Green Bay,Wisconsin,Patient submitted,,,United States,https://care.bellin.org/provider/meghan-freund/2216912,,,,,
,Jenny Christl,Green Bay,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/jenny-christl-green-bay-obstetrics-gynecology-1,,,,,
YYYY-20-DD 19:20:SS,Amy Van Gheem,Green Bay ,Wisconsin,,,,United States,https://www.prevea.com/providers/Amy-VanGheem,,,,,
,Meenakshi Palani,Green Bay ,Wisconsin,Patient submitted ,,,United States,https://care.bellin.org/provider/Meenakshi+Palani/2216797,,,,,
,Thomas J. Gallagher ,Green Bay ,Wisconsin,Patient submitted ,,,United States,https://care.aurorahealthcare.org/doctors/thomas-j-gallagher-green-bay-obstetrics-gynecology,,,,,
,Lauren Useem,Green Bay ,Wisconsin,,,,United States,https://www.prevea.com/providers/lauren-useem,,,,,
,Alyssa Lynch,Hudson,Wisconsin,Patient submitted,,,United States,https://hudsonphysicians.com/provider/alyssa-lynch/,,,,,
,Jill Cousino,Janesville,Wisconsin,Patient submitted,,,United States,https://www.mercyhealthsystem.org/provider-directory/providers/jill-cousino-do-facoog/,,,,,
,Kristin L. Miller ,Janesville,Wisconsin,Patient submitted,All patients regardless of age have a discussion about future childbearing and regret,,United States,https://www.mercyhealthsystem.org/provider-directory/providers/kristin-l-miller-do-facog/,,,,,
,Kristin Jones,Kenosha,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/kristin-a-jones-kenosha-obstetrics-gynecology-2,,,,,
,Crystal Ruffin,"Kenosha, Mount Pleasant",Wisconsin,Patient submitted,,,United States,https://care.aurorahealthcare.org/doctors/crystal-d-ruffin-kenosha-obstetrics-gynecology-2,,,,,
,Heather Riese,La Crosse,Wisconsin,Patient submitted,,,United States,https://www.gundersenhealth.org/find-a-doctor/profile/heather-riese/,,,,,
YYYY-58-DD 20:58:SS,Megan Heinlein ,La Crosse ,Wisconsin,,,,United States,https://www.gundersenhealth.org/find-a-doctor/profile/megan-heinlein/,,,,,
YYYY-37-DD 20:37:SS,Heather Stief,"La Crosse, Onalaska",Wisconsin,,,,United States,https://www.gundersenhealth.org/find-a-doctor/profile/heather-stief/,,,,,
,Amanda L. Schmehil,Madison,Wisconsin,,,,United States,https://doctors.unitypoint.org/provider/Amanda+L.+Schmehil+Micklos/1166600,,,,,
,Ashley Durward,Madison,Wisconsin,,,,United States,https://madisonwomenshealth.com/providers/ashley-durward/,,,,,
,Beth Wiede,Madison,Wisconsin,,LGBTQ+ friendly,,United States,https://madisonwomenshealth.com/providers/dr-beth-wiedel/,,,,,
,Erika Mikulec,Madison,Wisconsin,,,,United States,https://www.ssmhealth.com/find-a-doctor/doctor-details/erika-j-mikulec-md,,,,,
,Fred Melius,Madison,Wisconsin,Patient submitted ,,,United States,https://www.mscwomenshealth.com/provider/frederic-a-melius-md,,,,,
,Isabel Nellen,Madison,Wisconsin,,,,United States,https://madisonwomenshealth.com/isabel-nellen/,,,,,
,Jennifer Karnowski,Madison,Wisconsin,Patient submitted,,,United States,https://www.uwhealth.org/providers/jennifer-karnowski-md,,,,,
,Jennifer Meyer-Carper,Madison,Wisconsin,,,,United States,https://www.ssmhealth.com/find-a-doctor/doctor-details/jennifer-a-meyer-carper-md,,,,,
,Jill Masana,Madison,Wisconsin,,,,United States,https://www.apmadison.com/masana,,,,,
YYYY-57-DD 17:57:SS,Jordan Ward,Madison,Wisconsin,,,,United States,https://www.uwhealth.org/providers/jordan-ward-md,,,,,
,Katherine Sampene,Madison,Wisconsin,Patient submitted ,,,United States,https://www.uwhealth.org/providers/katherine-c-sampene-md,,,,,
YYYY-55-DD 20:55:SS,Laura Hanks,Madison,Wisconsin,,,,United States,https://www.uwhealth.org/providers/laura-hanks-md,,,,,
,Laura Jacques,Madison,Wisconsin,,,,United States,https://www.uwhealth.org/providers/laura-h-jacques-md,,,,,
,Sarah Yanke,Madison,Wisconsin,,,,United States,https://madisonwomenshealth.com/providers/dr-sarah-yanke/,,,,,
,Shefaali Sharma,Madison,Wisconsin,,,,United States,https://www.apmadison.com/sharma,,,,,
,Tom Littlefield,Madison,Wisconsin,Patient submitted,,,United States,https://www.ssmhealth.com/find-a-doctor/doctor-details/thomas-p-littlefield-md,,,,,
,Katie O'Brien,Madison,Wisconsin,,,,United States,https://www.obgyn.wisc.edu/ob-gyn-department-news/welcome-katie-o-brien-md-to-division-of-academic-specialists-in-ob-gyn,,,,,
,Jessica Walker,Madison,Wisconsin,,LGBTQ+ friendly ,,United States,https://mscwomenshealth.com/provider/jessica-walker-md/,,,,,
,Elizabeth Neuman,Madison,Wisconsin,,,,United States,https://mscwomenshealth.com/provider/elizabeth-neuman-md/,,,,,
,Amy Domeyer-Klenske,Madison,Wisconsin,,,,United States,https://www.uwhealth.org/providers/amy-domeyer-klenske-md,,,,,
,Theresa Piquette ,Madison ,Wisconsin,,,,United States,https://mscwomenshealth.com/provider/theresa-piquette-md/,,,,,
,Tyler J. Boschuetz ,Madison ,Wisconsin,,,,United States,https://mscwomenshealth.com/tyler-j-boschuetz-md/,,,,,
YYYY-47-DD 13:47:SS,Kathryn Zavala,Manitowoc/Two Rivers,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/kathryn-a-zavala-two-rivers-obstetrics-gynecology-2,,,,,
,Cara Syth ,Menomonie,Wisconsin,Patient submitted,LGBTQ+ friendly ,,United States,https://www.mayoclinichealthsystem.org/providers/cara-syth-md,,,,,
,Anwar Jackson,Milwaukee,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/anwar-jackson-milwaukee-obstetrics-gynecology,,,,,
,Callie Cox Bauer,Milwaukee,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/callie-m-cox-bauer-milwaukee-obstetrics-gynecology-10,,,,,
,Elle Fisch,Milwaukee,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/elle-fisch-milwaukee-obstetrics-gynecology-3,,,,,
,Jacqueline O. Peebles,Milwaukee,Wisconsin,Patient submitted,,,United States,https://madison.unitypoint.org/provider/Jacqueline+O.+Peebles/1168832,,,,,
,Sheldon Wasserman,Milwaukee,Wisconsin,Patient submitted,,,United States,https://healthcare.ascension.org/doctors/1720167018/sheldon-a-wasserman-milwaukee-wi?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,,,,,
,Marie M. Forgie,Milwaukee,Wisconsin,Patient submitted,,,United States,https://care.aurorahealthcare.org/doctors/marie-m-forgie-milwaukee-obstetrics-gynecology,,,,,
,Jessica Francis,Milwaukee,Wisconsin,Patient submitted,"LGBTQ+ friendly, specializes in gender-affirming care for AFAB transgender & nonbinary patients ",,United States,https://www.froedtert.com/doctors/jessica-francis-1902010358,,,,,
,Joseph Herzog ,Milwaukee,Wisconsin,Patient submitted,,,United States,https://www.froedtert.com/doctors/joseph-herzog-1508859901,,,,,
,Katarzyna Wlodarczyk ,Milwaukee,Wisconsin,,,,United States,https://www.froedtert.com/doctors/katarzyna-wlodarczyk-1285165506,,,,,
,Kari A. Schmidt Oliver,Milwaukee ,Wisconsin,Patient submitted ,,,United States,https://care.aurorahealthcare.org/doctors/kari-a-schmidt-oliver-milwaukee-obstetrics-gynecology,,,,,
,Kerry M. Katz,Milwaukee ,Wisconsin,,,,United States,https://care.aurorahealthcare.org/doctors/kerry-m-katz-south-milwaukee-obstetrics-gynecology-3,,,,,
,Kristin Clark,Neenah,Wisconsin,,,,United States,https://directory.thedacare.org/provider/kristin-clark-md,,,,,
,Valary Gass,"Neenah, Berlin ",Wisconsin,,,,United States,https://directory.thedacare.org/provider/valary-gass-md,,,,,
